V1	V2	Cluster
PF3D7_1222300	endoplasmin, putative	54
PF3D7_1222400	AP2 domain transcription factor	32
PF3D7_1222500	diphthine--ammonia ligase, putative	135
PF3D7_1222600	AP2 domain transcription factor AP2-G	79
PF3D7_1222700	glideosome-associated protein 45	106
PF3D7_1222800	conserved Plasmodium protein, unknown function	212
PF3D7_1222900	conserved Plasmodium protein, unknown function	42
PF3D7_1223000	conserved Plasmodium protein, unknown function	176
PF3D7_1223100	cAMP-dependent protein kinase regulatory subunit	106
PF3D7_1223200	nucleus export protein BRR6, putative	169
PF3D7_1223300	DNA gyrase subunit A	55
PF3D7_1223400	phospholipid-transporting ATPase, putative	45
PF3D7_1223500	conserved Plasmodium protein, unknown function	26
PF3D7_1223600	conserved Plasmodium protein, unknown function	149
PF3D7_1223700	vacuolar iron transporter	29
PF3D7_1223800	citrate/oxoglutarate carrier protein, putative	183
PF3D7_1223900	50S ribosomal protein L24, putative	96
PF3D7_1224000	GTP cyclohydrolase I	96
PF3D7_1224100	conserved Plasmodium protein, unknown function	148
PF3D7_1224200	BRO1 domain-containing protein, putative	103
PF3D7_1224300	polyadenylate-binding protein 1, putative	45
PF3D7_1224400	conserved Plasmodium protein, unknown function	131
PF3D7_1224500	histone chaperone ASF1, putative	108
PF3D7_1224600	cytochrome c heme lyase, putative	159
PF3D7_1224700	conserved Plasmodium protein, unknown function	76
PF3D7_1224800	conserved Plasmodium protein, unknown function	76
PF3D7_1224900	splicing factor 3B subunit 6, putative	230
PF3D7_1225000	conserved Plasmodium protein, unknown function	136
PF3D7_1225100	isoleucine--tRNA ligase, putative	96
PF3D7_1225200	conserved Plasmodium protein, unknown function	188
PF3D7_1225300	conserved Plasmodium protein, unknown function	76
PF3D7_1225400	rRNA-processing protein, putative	105
PF3D7_1225500	small subunit rRNA processing factor, putative	66
PF3D7_1225600	conserved Plasmodium protein, unknown function	131
PF3D7_1225700	VAC14 domain-containing protein, putative	100
PF3D7_1225800	ubiquitin-activating enzyme E1	204
PF3D7_1225900	conserved Plasmodium protein, unknown function	72
PF3D7_1226000	conserved Plasmodium protein, unknown function	92
PF3D7_1226100	haloacid dehalogenase-like hydrolase, putative	144
PF3D7_1226200	conserved Plasmodium protein, unknown function	216
PF3D7_1226300	haloacid dehalogenase-like hydrolase, putative	45
PF3D7_1226400	conserved Plasmodium protein, unknown function	116
PF3D7_1226500	RAP protein, putative	134
PF3D7_1226600	proliferating cell nuclear antigen 2	155
PF3D7_1226700	U3 small nucleolar RNA-interacting protein 2, putative	171
PF3D7_1226800	ataxin-3, putative	162
PF3D7_1226900	parasitophorous vacuolar protein 2	161
PF3D7_1227000	conserved Plasmodium protein, unknown function	18
PF3D7_1227100	DNA helicase 60	29
PF3D7_1227200	potassium channel K1	87
PF3D7_1227300	conserved Plasmodium protein, unknown function	18
PF3D7_1227400	conserved Plasmodium protein, unknown function	120
PF3D7_1227500	protein SOC2, putative	24
PF3D7_1227600	conserved Plasmodium protein, unknown function	77
PF3D7_1227700	conserved Plasmodium protein, unknown function	76
PF3D7_1227800	elongator complex protein 3, putative	131
PF3D7_1227900	RNA pseudouridylate synthase, putative	143
PF3D7_1228000	conserved Plasmodium protein, unknown function	89
PF3D7_1228100	leucine-rich repeat protein	53
PF3D7_1228200	conserved Plasmodium protein, unknown function	208
PF3D7_1228300	NIMA related kinase 1	40
PF3D7_1228400	conserved Plasmodium protein, unknown function	9
PF3D7_1228500	RNA pseudouridylate synthase, putative	236
PF3D7_1228600	merozoite surface protein 9	34
PF3D7_1228700	conserved Plasmodium protein, unknown function	89
PF3D7_1228800	WD repeat-containing protein, putative	109
PF3D7_1228900	conserved Plasmodium protein, unknown function	171
PF3D7_1229000	conserved Plasmodium membrane protein, unknown function	111
PF3D7_1229100	multidrug resistance-associated protein 2	139
PF3D7_1229300	conserved Plasmodium protein, unknown function	144
PF3D7_1229400	macrophage migration inhibitory factor	65
PF3D7_1229500	T-complex protein 1 subunit gamma	171
PF3D7_1229600	conserved Plasmodium protein, unknown function	90
PF3D7_1229800	myosin J, putative	103
PF3D7_1229900	conserved Plasmodium protein, unknown function	121
PF3D7_1230000	TBC domain-containing protein, putative	48
PF3D7_1230100	thioredoxin-like associated protein 1, putative	205
PF3D7_1230200	vacuolar transporter chaperone, putative, pseudogene	122
PF3D7_1230300	subpellicular microtubule protein 2, putative	235
PF3D7_1230400	ATP-dependent protease subunit ClpQ	44
PF3D7_1230500	WD repeat-containing protein, putative	137
PF3D7_1230600	sun-family protein, putative	215
PF3D7_1230700	protein transport protein SEC13	112
PF3D7_1230800	pre-mRNA-splicing regulator, putative	152
PF3D7_1230900	serine/threonine protein kinase RIO1, putative	39
PF3D7_1231000	conserved Plasmodium protein, unknown function	191
PF3D7_1231100	ras-related protein Rab-2	126
PF3D7_1231200	conserved Plasmodium protein, unknown function	103
PF3D7_1231300	conserved Plasmodium protein, unknown function	14
PF3D7_1231400	amino acid transporter, putative	200
PF3D7_1231500	mitosis protein dim1, putative	52
PF3D7_1231600	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative	48
PF3D7_1231800	asparagine-rich protein, putative	97
PF3D7_1231900	conserved Plasmodium protein, unknown function	152
PF3D7_1232000	phenylalanine--tRNA ligase	32
PF3D7_1232100	60 kDa chaperonin	96
PF3D7_1232200	dihydrolipoyl dehydrogenase, mitochondrial	191
PF3D7_1232300	cytochrome b5, putative	28
PF3D7_1232400	conserved protein, unknown function	7
PF3D7_1232500	CG2-related protein, putative	103
PF3D7_1232600	conserved Plasmodium protein, unknown function	18
PF3D7_1232700	conserved Plasmodium protein, unknown function	74
PF3D7_1232900	nucleotidyltransferase, putative	70
PF3D7_1233000	elongation factor G	169
PF3D7_1233100	conserved protein, unknown function	162
PF3D7_1233200	conserved Plasmodium protein, unknown function	124
PF3D7_1233300	pentatricopeptide repeat domain-containing protein, putative	225
PF3D7_1233400	conserved Plasmodium membrane protein, unknown function	9
PF3D7_1233600	asparagine and aspartate rich protein 1	36
PF3D7_1233700	homocysteine S-methyltransferase, putative	27
PF3D7_1233800	conserved Plasmodium protein, unknown function	31
PF3D7_1233900	sentrin-specific protease 1	79
PF3D7_1234000	conserved Plasmodium protein, unknown function	200
PF3D7_1234100	bromodomain protein, putative	120
PF3D7_1234200	helicase, putative, pseudogene	146
PF3D7_1234300	DNA polymerase epsilon subunit B, putative	142
PF3D7_1234400	microgamete surface protein MiGS, putative	203
PF3D7_1234500	conserved Plasmodium protein, unknown function	127
PF3D7_1234600	protein TOC75, putative	198
PF3D7_1234700	upregulated in late gametocytes ULG8	95
PF3D7_1234800	splicing factor 3B subunit 3, putative	169
PF3D7_1234900	conserved Plasmodium protein, unknown function	33
PF3D7_1235000	PIH1 domain-containing protein, putative	208
PF3D7_1235100	conserved Plasmodium protein, unknown function	43
PF3D7_1235200	V-type K+-independent H+-translocating inorganic pyrophosphatase	148
PF3D7_1235300	CCR4-NOT transcription complex subunit 4, putative	128
PF3D7_1235400	tetQ family GTPase, putative	215
PF3D7_1235500	mRNA methyltransferase, putative	9
PF3D7_1235600	serine hydroxymethyltransferase	40
PF3D7_1235700	ATP synthase subunit beta, mitochondrial	44
PF3D7_1235800	conserved Plasmodium protein, unknown function	43
PF3D7_1235900	pre-mRNA-splicing factor SYF1, putative	147
PF3D7_1236000	vesicle transport v-SNARE protein VTI1, putative	32
PF3D7_1236100	clustered-asparagine-rich protein	70
PF3D7_1236200	conserved Plasmodium protein, unknown function	125
PF3D7_1236300	conserved Plasmodium protein, unknown function	92
PF3D7_1236400	conserved Plasmodium protein, unknown function	100
PF3D7_1236500	conserved Plasmodium protein, unknown function	95
PF3D7_1236600	p25-alpha family protein, putative	6
PF3D7_1236700	S-adenosyl-methyltransferase, putative	40
PF3D7_1236800	protein-S-isoprenylcysteine O-methyltransferase, putative	11
PF3D7_1236900	conserved Plasmodium protein, unknown function	235
PF3D7_1237000	SUMO-activating enzyme subunit 2	35
PF3D7_1237100	conserved Plasmodium protein, unknown function	85
PF3D7_1237200	conserved Plasmodium protein, unknown function	39
PF3D7_1237300	conserved Plasmodium protein, unknown function	67
PF3D7_1237400	conserved Plasmodium protein, unknown function	135
PF3D7_1237500	conserved Plasmodium protein, unknown function	100
PF3D7_1237600	periodic tryptophan protein 1, putative	25
PF3D7_1237700	conserved protein, unknown function	158
PF3D7_1237800	ubiquitin-like modifier HUB1, putative	171
PF3D7_1237900	conserved Plasmodium protein, unknown function	39
PF3D7_1238000	COPI associated protein, putative	18
PF3D7_1238100	calcyclin binding protein, putative	70
PF3D7_1238200	conserved Plasmodium protein, unknown function	84
PF3D7_1238300	pre-mRNA-splicing factor CWC22, putative	120
PF3D7_1238400	conserved Plasmodium protein, unknown function	222
PF3D7_1238500	conserved Plasmodium protein, unknown function	29
PF3D7_1238600	sphingomyelin phosphodiesterase	203
PF3D7_1238700	conserved Plasmodium protein, unknown function	204
PF3D7_1238800	acyl-CoA synthetase	7
PF3D7_1238900	protein kinase 2	140
PF3D7_1239000	HD superfamily phosphohydrolase protein, putative	14
PF3D7_1239100	mitochondrial ribosomal protein L23 precursor, putative	146
PF3D7_1239200	AP2 domain transcription factor, putative	108
PF3D7_1239300	conserved Plasmodium protein, unknown function	105
PF3D7_1239400	conserved Plasmodium protein, unknown function	95
PF3D7_1239500	DNA gyrase subunit B	27
PF3D7_1239600	hydroxyethylthiazole kinase	227
PF3D7_1239700	ATP-dependent zinc metalloprotease FTSH 1	16
PF3D7_1239800	conserved Plasmodium protein, unknown function	27
PF3D7_1239900	vacuolar protein sorting-associated protein 16, putative	13
PF3D7_1240000	3-hydroxyisobutyryl-coenzyme A hydrolase, putative	112
PF3D7_1240100	early transcribed membrane protein 12	7
PF3D7_1241100	polyadenylation factor subunit 2, putative	39
PF3D7_1241200	conserved Plasmodium protein, unknown function	223
PF3D7_1241300	conserved Plasmodium protein, unknown function	102
PF3D7_1241400	RNA-binding protein, putative	190
PF3D7_1241500	conserved Plasmodium protein, unknown function	70
PF3D7_1241600	mitochondrial carrier protein, putative	37
PF3D7_1241700	replication factor C subunit 4, putative	146
PF3D7_1241800	ATP-dependent RNA helicase DBP9, putative	100
PF3D7_1241900	tetratricopeptide repeat protein, putative	120
PF3D7_1242000	conserved Plasmodium protein, unknown function	160
PF3D7_1242100	conserved Plasmodium protein, unknown function	68
PF3D7_1242200	queuine tRNA-ribosyltransferase, putative	12
PF3D7_1242300	conserved Plasmodium membrane protein, unknown function	118
PF3D7_1242400	GAS8-like protein, putative	166
PF3D7_1242500	conserved protein, unknown function	40
PF3D7_1242600	protein farnesyltransferase subunit alpha	159
PF3D7_1242700	40S ribosomal protein S17, putative	9
PF3D7_1242800	rab specific GDP dissociation inhibitor	147
PF3D7_1242900	mitochondrial import inner membrane translocase subunit TIM13, putative	151
PF3D7_1243000	syntaxin, Qa-SNARE family	27
PF3D7_1243100	zinc finger protein, putative	59
PF3D7_1243300	conserved Plasmodium protein, unknown function	74
PF3D7_1243400	conserved Plasmodium protein, unknown function	78
PF3D7_1243500	vacuolar-sorting protein SNF7, putative	191
PF3D7_1243600	translation initiation factor SUI1, putative	30
PF3D7_1243700	ubiquitin-conjugating enzyme E2, putative	5
PF3D7_1243800	WD repeat-containing protein 82, putative	25
PF3D7_1243900	double C2-like domain-containing protein	18
PF3D7_1244000	glucose inhibited division protein a homologue, putative	161
PF3D7_1244100	N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative	187
PF3D7_1244200	RNA polymerase II transcription factor B subunit 2, putative	26
PF3D7_1244400	RNA-binding protein, putative	210
PF3D7_1244500	conserved Plasmodium protein, unknown function	164
PF3D7_1244600	ADP-ribosylation factor GTPase-activating protein	132
PF3D7_1244700	conserved Plasmodium protein, unknown function	234
PF3D7_1244800	cytoplasmic translation machinery associated protein, putative	65
PF3D7_1244900	conserved Plasmodium protein, unknown function	31
PF3D7_1245000	conserved Plasmodium protein, unknown function	10
PF3D7_1245100	kinesin-13, putative	134
PF3D7_1245200	conserved Plasmodium membrane protein, unknown function	146
PF3D7_1245300	NEDD8-conjugating enzyme UBC12, putative	48
PF3D7_1245400	50S ribosomal protein L3, mitochondrial, putative	146
PF3D7_1245500	conserved Plasmodium protein, unknown function	233
PF3D7_1245600	kinesin, putative	182
PF3D7_1245800	epsin-like protein, putative	81
PF3D7_1245900	ankyrin-repeat protein, putative	64
PF3D7_1246000	conserved Plasmodium protein, unknown function	182
PF3D7_1246100	delta-aminolevulinic acid synthetase	46
PF3D7_1246200	actin I	103
PF3D7_1246300	conserved Plasmodium protein, unknown function	81
PF3D7_1246400	myosin A tail domain interacting protein	103
PF3D7_1246500	methyltransferase, putative	171
PF3D7_1246600	pre-mRNA-splicing factor CWC26, putative	26
PF3D7_1246700	conserved Plasmodium protein, unknown function	75
PF3D7_1246800	signal recognition particle receptor subunit beta, putative	16
PF3D7_1246900	RAC-beta serine/threonine protein kinase	212
PF3D7_1247000	DNA replication origin binding protein, putative	43
PF3D7_1247100	conserved Plasmodium protein, unknown function	171
PF3D7_1247200	conserved Plasmodium protein, unknown function	97
PF3D7_1247300	GPI mannosyltransferase 2, putative	13
PF3D7_1247400	peptidyl-prolyl cis-trans isomerase FKBP35	35
PF3D7_1247500	serine/threonine protein kinase, putative	191
PF3D7_1247700	conserved Plasmodium protein, unknown function	18
PF3D7_1247800	dipeptidyl aminopeptidase 2	95
PF3D7_1247900	U3 small nucleolar RNA-associated protein 11, putative	39
PF3D7_1248000	tRNA-splicing endonuclease, putative	27
PF3D7_1248100	methyltransferase, putative	26
PF3D7_1248200	pre-mRNA-splicing factor RBM22, putative	136
PF3D7_1248300	conserved Plasmodium membrane protein, unknown function	27
PF3D7_1248400	conserved Plasmodium protein, unknown function	130
PF3D7_1248500	bax inhibitor 1, putative	45
PF3D7_1248600	conserved Plasmodium protein, unknown function	57
PF3D7_1248700	conserved Plasmodium protein, unknown function	128
PF3D7_1248800	conserved Plasmodium protein, unknown function	160
PF3D7_1248900	26S protease regulatory subunit 8, putative	101
PF3D7_1249000	conserved Plasmodium membrane protein, unknown function	64
PF3D7_1249100	conserved Plasmodium protein, unknown function	97
PF3D7_1249200	conserved Plasmodium protein, unknown function	177
PF3D7_1249300	protein phosphatase PPM4, putative	44
PF3D7_1249400	conserved Plasmodium protein, unknown function	24
PF3D7_1249500	protein CutA, putative	71
PF3D7_1249600	leucine-rich repeat protein	123
PF3D7_1249700	conserved Plasmodium protein, unknown function	82
PF3D7_1249800	THO complex subunit 2, putative	128
PF3D7_1249900	apicoplast dimethyladenosine synthase, putative	65
PF3D7_1250000	rRNA-processing protein FCF2, putative	39
PF3D7_1250100	osmiophilic body protein G377	130
PF3D7_1250200	CSC1-like protein, putative	180
PF3D7_1250300	vacuolar protein sorting-associated protein 26, putative	44
PF3D7_1250400	conserved Plasmodium protein, unknown function	212
PF3D7_1250500	AP-3 complex subunit sigma, putative	29
PF3D7_1250600	translation initiation factor eIF-2B subunit beta, putative	100
PF3D7_1250700	conserved Plasmodium protein, unknown function	50
PF3D7_1250800	DNA repair protein rhp16, putative	12
PF3D7_1250900	conserved Plasmodium protein, unknown function	59
PF3D7_1251000	HSP20-like chaperone, putative	205
PF3D7_1251100	conserved Plasmodium protein, unknown function	201
PF3D7_1251200	coronin	5
PF3D7_1251300	thymidylate kinase	153
PF3D7_1251400	conserved Plasmodium protein, unknown function	35
